training start: 2022-03-21 15:05:11.060759
[ Train | 001/100 ] loss = 2.88368, acc = 0.17896 || [ Valid | 001/100 ] loss = 2.15554, acc = 0.24930 -> best
[ Train | 054/100 ] loss = 0.39517, acc = 0.86744 || [ Valid | 054/100 ] loss = 0.76090, acc = 0.77290
[ Train | 055/100 ] loss = 0.39772, acc = 0.86651 || [ Valid | 055/100 ] loss = 0.75455, acc = 0.78164
[ Train | 056/100 ] loss = 0.39357, acc = 0.86483 || [ Valid | 056/100 ] loss = 0.74896, acc = 0.77934
[ Train | 057/100 ] loss = 0.37898, acc = 0.87053 || [ Valid | 057/100 ] loss = 0.72698, acc = 0.78529
[ Train | 058/100 ] loss = 0.37223, acc = 0.87080 || [ Valid | 058/100 ] loss = 0.74493, acc = 0.78703
[ Train | 059/100 ] loss = 0.35373, acc = 0.87623 || [ Valid | 059/100 ] loss = 0.72219, acc = 0.79043
[ Train | 060/100 ] loss = 0.35889, acc = 0.88046 || [ Valid | 060/100 ] loss = 0.74751, acc = 0.77904
[ Train | 061/100 ] loss = 0.36054, acc = 0.87436 || [ Valid | 061/100 ] loss = 0.68918, acc = 0.79143
[ Train | 062/100 ] loss = 0.34167, acc = 0.88569 || [ Valid | 062/100 ] loss = 0.76108, acc = 0.78312
[ Train | 063/100 ] loss = 0.32780, acc = 0.88905 || [ Valid | 063/100 ] loss = 0.81501, acc = 0.76880
[ Train | 064/100 ] loss = 0.33169, acc = 0.88765 || [ Valid | 064/100 ] loss = 0.81861, acc = 0.77295
[ Train | 065/100 ] loss = 0.33093, acc = 0.88690 || [ Valid | 065/100 ] loss = 0.69542, acc = 0.80091 -> best
[ Train | 066/100 ] loss = 0.30855, acc = 0.89542 || [ Valid | 066/100 ] loss = 0.75456, acc = 0.79249
[ Train | 067/100 ] loss = 0.30528, acc = 0.89616 || [ Valid | 067/100 ] loss = 0.84206, acc = 0.78095
[ Train | 068/100 ] loss = 0.29878, acc = 0.89606 || [ Valid | 068/100 ] loss = 0.75089, acc = 0.80445 -> best
[ Train | 069/100 ] loss = 0.30133, acc = 0.89840 || [ Valid | 069/100 ] loss = 0.71568, acc = 0.79894
[ Train | 070/100 ] loss = 0.28875, acc = 0.90282 || [ Valid | 070/100 ] loss = 0.75158, acc = 0.79472
[ Train | 071/100 ] loss = 0.27951, acc = 0.90616 || [ Valid | 071/100 ] loss = 0.75252, acc = 0.80544 -> best
[ Train | 072/100 ] loss = 0.26632, acc = 0.91243 || [ Valid | 072/100 ] loss = 0.79794, acc = 0.79819
[ Train | 073/100 ] loss = 0.27565, acc = 0.90666 || [ Valid | 073/100 ] loss = 0.82524, acc = 0.78895
[ Train | 074/100 ] loss = 0.26618, acc = 0.90757 || [ Valid | 074/100 ] loss = 0.80814, acc = 0.78789
[ Train | 075/100 ] loss = 0.27434, acc = 0.90729 || [ Valid | 075/100 ] loss = 0.81106, acc = 0.79093
[ Train | 076/100 ] loss = 0.25088, acc = 0.91431 || [ Valid | 076/100 ] loss = 0.84483, acc = 0.79000
[ Train | 077/100 ] loss = 0.26609, acc = 0.91104 || [ Valid | 077/100 ] loss = 0.78219, acc = 0.78716
[ Train | 078/100 ] loss = 0.25184, acc = 0.91523 || [ Valid | 078/100 ] loss = 0.73126, acc = 0.79671
[ Train | 079/100 ] loss = 0.24170, acc = 0.91779 || [ Valid | 079/100 ] loss = 0.81911, acc = 0.79391
[ Train | 080/100 ] loss = 0.22884, acc = 0.92115 || [ Valid | 080/100 ] loss = 0.81524, acc = 0.78895
[ Train | 081/100 ] loss = 0.23724, acc = 0.91936 || [ Valid | 081/100 ] loss = 0.81232, acc = 0.78499
[ Train | 082/100 ] loss = 0.24209, acc = 0.91964 || [ Valid | 082/100 ] loss = 0.79062, acc = 0.79676
[ Train | 083/100 ] loss = 0.21824, acc = 0.92649 || [ Valid | 083/100 ] loss = 0.77532, acc = 0.81196 -> best
[ Train | 084/100 ] loss = 0.20799, acc = 0.92629 || [ Valid | 084/100 ] loss = 0.77485, acc = 0.79522
[ Train | 085/100 ] loss = 0.21457, acc = 0.92806 || [ Valid | 085/100 ] loss = 0.81601, acc = 0.80638
[ Train | 086/100 ] loss = 0.22445, acc = 0.92470 || [ Valid | 086/100 ] loss = 0.80114, acc = 0.79994
[ Train | 087/100 ] loss = 0.21111, acc = 0.92770 || [ Valid | 087/100 ] loss = 0.82116, acc = 0.79912
[ Train | 088/100 ] loss = 0.21914, acc = 0.92283 || [ Valid | 088/100 ] loss = 0.81472, acc = 0.80154
[ Train | 089/100 ] loss = 0.19033, acc = 0.93460 || [ Valid | 089/100 ] loss = 0.79295, acc = 0.80916
[ Train | 090/100 ] loss = 0.19528, acc = 0.93405 || [ Valid | 090/100 ] loss = 0.81582, acc = 0.80383
[ Train | 091/100 ] loss = 0.20641, acc = 0.92957 || [ Valid | 091/100 ] loss = 0.78597, acc = 0.81369 -> best
[ Train | 092/100 ] loss = 0.19466, acc = 0.93200 || [ Valid | 092/100 ] loss = 0.77591, acc = 0.80166
[ Train | 093/100 ] loss = 0.19159, acc = 0.93638 || [ Valid | 093/100 ] loss = 0.81662, acc = 0.80308
[ Train | 094/100 ] loss = 0.18784, acc = 0.93537 || [ Valid | 094/100 ] loss = 0.85769, acc = 0.80253
[ Train | 095/100 ] loss = 0.20030, acc = 0.93508 || [ Valid | 095/100 ] loss = 0.77891, acc = 0.80439
[ Train | 096/100 ] loss = 0.17733, acc = 0.94079 || [ Valid | 096/100 ] loss = 0.81906, acc = 0.80898
[ Train | 097/100 ] loss = 0.18351, acc = 0.93685 || [ Valid | 097/100 ] loss = 0.82516, acc = 0.80383
[ Train | 098/100 ] loss = 0.18528, acc = 0.93724 || [ Valid | 098/100 ] loss = 0.82097, acc = 0.81145
[ Train | 099/100 ] loss = 0.17334, acc = 0.94080 || [ Valid | 099/100 ] loss = 0.82163, acc = 0.80494
[ Train | 100/100 ] loss = 0.20439, acc = 0.93107 || [ Valid | 100/100 ] loss = 0.81823, acc = 0.79818
training finish: 2022-03-22 14:43:12.620610
