[ Train | 001/200 ] loss = 2.28029, acc = 0.29829 || [ Valid | 001/200 ] loss = 2.01541, acc = 0.33504 -> best
[ Train | 090/200 ] loss = 0.14840, acc = 0.95030 || [ Valid | 090/200 ] loss = 0.98904, acc = 0.78265
[ Train | 091/200 ] loss = 0.15149, acc = 0.94698 || [ Valid | 091/200 ] loss = 1.00508, acc = 0.76974
[ Train | 092/200 ] loss = 0.14900, acc = 0.94885 || [ Valid | 092/200 ] loss = 1.04837, acc = 0.77437
[ Train | 093/200 ] loss = 0.14031, acc = 0.95073 || [ Valid | 093/200 ] loss = 1.04702, acc = 0.77057
[ Train | 094/200 ] loss = 0.16158, acc = 0.94575 || [ Valid | 094/200 ] loss = 0.98467, acc = 0.77629
[ Train | 095/200 ] loss = 0.14310, acc = 0.95121 || [ Valid | 095/200 ] loss = 1.22697, acc = 0.75902
[ Train | 096/200 ] loss = 0.16580, acc = 0.94365 || [ Valid | 096/200 ] loss = 1.14092, acc = 0.75710
[ Train | 097/200 ] loss = 0.16032, acc = 0.94339 || [ Valid | 097/200 ] loss = 1.02232, acc = 0.77900
[ Train | 098/200 ] loss = 0.13477, acc = 0.95460 || [ Valid | 098/200 ] loss = 1.11811, acc = 0.75486
[ Train | 099/200 ] loss = 0.14377, acc = 0.94980 || [ Valid | 099/200 ] loss = 1.07110, acc = 0.77428
[ Train | 100/200 ] loss = 0.14866, acc = 0.95087 || [ Valid | 100/200 ] loss = 1.06552, acc = 0.76441
[ Train | 101/200 ] loss = 0.13800, acc = 0.95272 || [ Valid | 101/200 ] loss = 1.27647, acc = 0.75344
[ Train | 102/200 ] loss = 0.14521, acc = 0.95093 || [ Valid | 102/200 ] loss = 1.07887, acc = 0.77603
[ Train | 103/200 ] loss = 0.14934, acc = 0.94956 || [ Valid | 103/200 ] loss = 1.06601, acc = 0.77377
[ Train | 104/200 ] loss = 0.13410, acc = 0.95470 || [ Valid | 104/200 ] loss = 1.05801, acc = 0.77359
[ Train | 105/200 ] loss = 0.14412, acc = 0.95119 || [ Valid | 105/200 ] loss = 1.01879, acc = 0.78297
[ Train | 106/200 ] loss = 0.13772, acc = 0.95567 || [ Valid | 106/200 ] loss = 1.14734, acc = 0.75679
[ Train | 107/200 ] loss = 0.15031, acc = 0.94976 || [ Valid | 107/200 ] loss = 1.13348, acc = 0.76936
[ Train | 108/200 ] loss = 0.12726, acc = 0.95704 || [ Valid | 108/200 ] loss = 0.89527, acc = 0.80437 -> best
[ Train | 109/200 ] loss = 0.11958, acc = 0.95942 || [ Valid | 109/200 ] loss = 1.01900, acc = 0.77871
[ Train | 110/200 ] loss = 0.12661, acc = 0.95708 || [ Valid | 110/200 ] loss = 0.97819, acc = 0.78120
[ Train | 111/200 ] loss = 0.12410, acc = 0.95877 || [ Valid | 111/200 ] loss = 1.00779, acc = 0.78661
[ Train | 112/200 ] loss = 0.12821, acc = 0.95694 || [ Valid | 112/200 ] loss = 1.01517, acc = 0.78487
[ Train | 113/200 ] loss = 0.12457, acc = 0.95712 || [ Valid | 113/200 ] loss = 1.16333, acc = 0.75225
[ Train | 114/200 ] loss = 0.12397, acc = 0.95889 || [ Valid | 114/200 ] loss = 0.99621, acc = 0.77668
[ Train | 115/200 ] loss = 0.12619, acc = 0.95552 || [ Valid | 115/200 ] loss = 1.01598, acc = 0.78833
[ Train | 116/200 ] loss = 0.12780, acc = 0.95802 || [ Valid | 116/200 ] loss = 1.03778, acc = 0.78111
[ Train | 117/200 ] loss = 0.12882, acc = 0.95577 || [ Valid | 117/200 ] loss = 1.00647, acc = 0.78207
[ Train | 118/200 ] loss = 0.11030, acc = 0.96171 || [ Valid | 118/200 ] loss = 1.07787, acc = 0.77862
[ Train | 119/200 ] loss = 0.12309, acc = 0.95823 || [ Valid | 119/200 ] loss = 1.03716, acc = 0.79212
[ Train | 120/200 ] loss = 0.11948, acc = 0.95823 || [ Valid | 120/200 ] loss = 1.00638, acc = 0.78360
[ Train | 121/200 ] loss = 0.11883, acc = 0.95754 || [ Valid | 121/200 ] loss = 1.03526, acc = 0.79057
[ Train | 122/200 ] loss = 0.12605, acc = 0.95671 || [ Valid | 122/200 ] loss = 1.02441, acc = 0.78564
[ Train | 123/200 ] loss = 0.10200, acc = 0.96478 || [ Valid | 123/200 ] loss = 0.96552, acc = 0.80775 -> best
[ Train | 124/200 ] loss = 0.10726, acc = 0.96347 || [ Valid | 124/200 ] loss = 1.13111, acc = 0.77207
[ Train | 125/200 ] loss = 0.11055, acc = 0.95909 || [ Valid | 125/200 ] loss = 1.10456, acc = 0.77686
[ Train | 126/200 ] loss = 0.12673, acc = 0.95645 || [ Valid | 126/200 ] loss = 1.06779, acc = 0.78024
[ Train | 127/200 ] loss = 0.11599, acc = 0.96060 || [ Valid | 127/200 ] loss = 1.01132, acc = 0.80185
[ Train | 128/200 ] loss = 0.10624, acc = 0.96286 || [ Valid | 128/200 ] loss = 1.08137, acc = 0.77764
[ Train | 129/200 ] loss = 0.10540, acc = 0.96468 || [ Valid | 129/200 ] loss = 0.99152, acc = 0.79732
[ Train | 130/200 ] loss = 0.13122, acc = 0.95806 || [ Valid | 130/200 ] loss = 1.03279, acc = 0.79193
[ Train | 131/200 ] loss = 0.10742, acc = 0.96389 || [ Valid | 131/200 ] loss = 1.01379, acc = 0.79858
[ Train | 132/200 ] loss = 0.11042, acc = 0.96107 || [ Valid | 132/200 ] loss = 1.03016, acc = 0.78256
[ Train | 133/200 ] loss = 0.10719, acc = 0.96371 || [ Valid | 133/200 ] loss = 0.98085, acc = 0.79164
[ Train | 134/200 ] loss = 0.09293, acc = 0.96710 || [ Valid | 134/200 ] loss = 1.11968, acc = 0.76567
[ Train | 135/200 ] loss = 0.11415, acc = 0.95903 || [ Valid | 135/200 ] loss = 1.12645, acc = 0.76605
[ Train | 136/200 ] loss = 0.10640, acc = 0.96524 || [ Valid | 136/200 ] loss = 1.08086, acc = 0.78253
[ Train | 137/200 ] loss = 0.10751, acc = 0.96246 || [ Valid | 137/200 ] loss = 1.04847, acc = 0.78623
[ Train | 138/200 ] loss = 0.11686, acc = 0.95962 || [ Valid | 138/200 ] loss = 1.02079, acc = 0.79086
[ Train | 139/200 ] loss = 0.10794, acc = 0.96605 || [ Valid | 139/200 ] loss = 1.01264, acc = 0.79652
[ Train | 140/200 ] loss = 0.11418, acc = 0.96050 || [ Valid | 140/200 ] loss = 0.96805, acc = 0.79829
[ Train | 141/200 ] loss = 0.10045, acc = 0.96619 || [ Valid | 141/200 ] loss = 0.96938, acc = 0.79742
[ Train | 142/200 ] loss = 0.09975, acc = 0.96645 || [ Valid | 142/200 ] loss = 1.05024, acc = 0.78381
[ Train | 143/200 ] loss = 0.09750, acc = 0.96603 || [ Valid | 143/200 ] loss = 1.05017, acc = 0.78921
[ Train | 144/200 ] loss = 0.08714, acc = 0.97062 || [ Valid | 144/200 ] loss = 1.05288, acc = 0.79578
[ Train | 145/200 ] loss = 0.09174, acc = 0.96972 || [ Valid | 145/200 ] loss = 1.06168, acc = 0.78273
[ Train | 146/200 ] loss = 0.10199, acc = 0.96623 || [ Valid | 146/200 ] loss = 0.99278, acc = 0.79433
[ Train | 147/200 ] loss = 0.09498, acc = 0.96730 || [ Valid | 147/200 ] loss = 1.09951, acc = 0.78702
[ Train | 148/200 ] loss = 0.09326, acc = 0.96690 || [ Valid | 148/200 ] loss = 1.01516, acc = 0.79276
[ Train | 149/200 ] loss = 0.10068, acc = 0.96442 || [ Valid | 149/200 ] loss = 1.09526, acc = 0.78643
[ Train | 150/200 ] loss = 0.08370, acc = 0.97109 || [ Valid | 150/200 ] loss = 0.97464, acc = 0.79605
[ Train | 151/200 ] loss = 0.09058, acc = 0.96891 || [ Valid | 151/200 ] loss = 0.96952, acc = 0.79898
[ Train | 152/200 ] loss = 0.09670, acc = 0.96700 || [ Valid | 152/200 ] loss = 1.17789, acc = 0.77089
[ Train | 153/200 ] loss = 0.09598, acc = 0.96704 || [ Valid | 153/200 ] loss = 1.05550, acc = 0.78949
[ Train | 154/200 ] loss = 0.08935, acc = 0.96942 || [ Valid | 154/200 ] loss = 1.07194, acc = 0.78727
[ Train | 155/200 ] loss = 0.08658, acc = 0.96917 || [ Valid | 155/200 ] loss = 1.07094, acc = 0.79392
[ Train | 156/200 ] loss = 0.12167, acc = 0.96159 || [ Valid | 156/200 ] loss = 1.10205, acc = 0.79791
[ Train | 157/200 ] loss = 0.07506, acc = 0.97379 || [ Valid | 157/200 ] loss = 1.08316, acc = 0.79077
[ Train | 158/200 ] loss = 0.07025, acc = 0.97548 || [ Valid | 158/200 ] loss = 1.16817, acc = 0.78315
[ Train | 159/200 ] loss = 0.09504, acc = 0.96760 || [ Valid | 159/200 ] loss = 1.09369, acc = 0.79115
[ Train | 160/200 ] loss = 0.10214, acc = 0.96464 || [ Valid | 160/200 ] loss = 1.13074, acc = 0.78439
[ Train | 161/200 ] loss = 0.10019, acc = 0.96520 || [ Valid | 161/200 ] loss = 1.01966, acc = 0.80252
[ Train | 162/200 ] loss = 0.08744, acc = 0.97145 || [ Valid | 162/200 ] loss = 1.11708, acc = 0.78343
[ Train | 163/200 ] loss = 0.08102, acc = 0.97204 || [ Valid | 163/200 ] loss = 1.07040, acc = 0.78952
[ Train | 164/200 ] loss = 0.09077, acc = 0.96730 || [ Valid | 164/200 ] loss = 1.04127, acc = 0.79075
[ Train | 165/200 ] loss = 0.06957, acc = 0.97597 || [ Valid | 165/200 ] loss = 1.12071, acc = 0.79569
[ Train | 166/200 ] loss = 0.08612, acc = 0.97048 || [ Valid | 166/200 ] loss = 1.13138, acc = 0.78341
[ Train | 167/200 ] loss = 0.08712, acc = 0.97117 || [ Valid | 167/200 ] loss = 1.05510, acc = 0.80591
[ Train | 168/200 ] loss = 0.08313, acc = 0.97667 || [ Valid | 168/200 ] loss = 1.07090, acc = 0.77543
[ Train | 169/200 ] loss = 0.10079, acc = 0.96653 || [ Valid | 169/200 ] loss = 1.09721, acc = 0.79066
[ Train | 170/200 ] loss = 0.07878, acc = 0.97466 || [ Valid | 170/200 ] loss = 0.95950, acc = 0.80330
[ Train | 171/200 ] loss = 0.08135, acc = 0.97270 || [ Valid | 171/200 ] loss = 1.04476, acc = 0.79625
[ Train | 172/200 ] loss = 0.08811, acc = 0.97083 || [ Valid | 172/200 ] loss = 0.98825, acc = 0.80580
[ Train | 173/200 ] loss = 0.08296, acc = 0.97026 || [ Valid | 173/200 ] loss = 1.01990, acc = 0.80437
[ Train | 174/200 ] loss = 0.08356, acc = 0.97163 || [ Valid | 174/200 ] loss = 1.08070, acc = 0.78912
[ Train | 175/200 ] loss = 0.08672, acc = 0.97218 || [ Valid | 175/200 ] loss = 1.10546, acc = 0.79056
[ Train | 176/200 ] loss = 0.07327, acc = 0.97591 || [ Valid | 176/200 ] loss = 1.06116, acc = 0.79744
[ Train | 177/200 ] loss = 0.07034, acc = 0.97601 || [ Valid | 177/200 ] loss = 1.06111, acc = 0.80214
[ Train | 178/200 ] loss = 0.07739, acc = 0.97415 || [ Valid | 178/200 ] loss = 1.05495, acc = 0.79480
[ Train | 179/200 ] loss = 0.08855, acc = 0.97056 || [ Valid | 179/200 ] loss = 0.98792, acc = 0.80592
[ Train | 180/200 ] loss = 0.07589, acc = 0.97516 || [ Valid | 180/200 ] loss = 1.04607, acc = 0.80542
[ Train | 181/200 ] loss = 0.09676, acc = 0.96700 || [ Valid | 181/200 ] loss = 1.03382, acc = 0.80222
[ Train | 182/200 ] loss = 0.08247, acc = 0.97163 || [ Valid | 182/200 ] loss = 1.10685, acc = 0.78471
[ Train | 183/200 ] loss = 0.08908, acc = 0.96992 || [ Valid | 183/200 ] loss = 1.10199, acc = 0.79059
[ Train | 184/200 ] loss = 0.07200, acc = 0.97532 || [ Valid | 184/200 ] loss = 1.06569, acc = 0.80387
[ Train | 185/200 ] loss = 0.06924, acc = 0.97732 || [ Valid | 185/200 ] loss = 1.05146, acc = 0.79991
[ Train | 186/200 ] loss = 0.07111, acc = 0.97571 || [ Valid | 186/200 ] loss = 1.02812, acc = 0.80341
[ Train | 187/200 ] loss = 0.07042, acc = 0.97581 || [ Valid | 187/200 ] loss = 1.00607, acc = 0.80351
[ Train | 188/200 ] loss = 0.06524, acc = 0.97883 || [ Valid | 188/200 ] loss = 1.00093, acc = 0.79279
[ Train | 189/200 ] loss = 0.07128, acc = 0.97567 || [ Valid | 189/200 ] loss = 1.22945, acc = 0.78439
[ Train | 190/200 ] loss = 0.08429, acc = 0.97228 || [ Valid | 190/200 ] loss = 1.11069, acc = 0.79826
[ Train | 191/200 ] loss = 0.07140, acc = 0.97692 || [ Valid | 191/200 ] loss = 1.14213, acc = 0.79299
[ Train | 192/200 ] loss = 0.08229, acc = 0.97264 || [ Valid | 192/200 ] loss = 0.98948, acc = 0.80782 -> best
[ Train | 193/200 ] loss = 0.07261, acc = 0.97339 || [ Valid | 193/200 ] loss = 1.08722, acc = 0.79896
[ Train | 194/200 ] loss = 0.05294, acc = 0.98196 || [ Valid | 194/200 ] loss = 1.08760, acc = 0.79761
[ Train | 195/200 ] loss = 0.07685, acc = 0.97470 || [ Valid | 195/200 ] loss = 1.21486, acc = 0.78893
[ Train | 196/200 ] loss = 0.08634, acc = 0.97393 || [ Valid | 196/200 ] loss = 1.21189, acc = 0.77368
[ Train | 197/200 ] loss = 0.08861, acc = 0.96851 || [ Valid | 197/200 ] loss = 1.16390, acc = 0.77388
[ Train | 198/200 ] loss = 0.08020, acc = 0.97198 || [ Valid | 198/200 ] loss = 1.02895, acc = 0.79904
[ Train | 199/200 ] loss = 0.05998, acc = 0.98000 || [ Valid | 199/200 ] loss = 1.12540, acc = 0.79066
[ Train | 200/200 ] loss = 0.07284, acc = 0.97583 || [ Valid | 200/200 ] loss = 1.03543, acc = 0.80106
