training start: 2022-03-21 15:04:23.027107
[ Train | 001/100 ] loss = 2.88395, acc = 0.17752 || [ Valid | 001/100 ] loss = 2.09143, acc = 0.27038 -> best
[ Train | 039/100 ] loss = 0.58568, acc = 0.79887 || [ Valid | 039/100 ] loss = 0.73934, acc = 0.76414
[ Train | 040/100 ] loss = 0.58234, acc = 0.80414 || [ Valid | 040/100 ] loss = 0.65633, acc = 0.78075 -> best
[ Train | 041/100 ] loss = 0.56420, acc = 0.80548 || [ Valid | 041/100 ] loss = 0.78011, acc = 0.75141
[ Train | 042/100 ] loss = 0.56325, acc = 0.81047 || [ Valid | 042/100 ] loss = 0.69863, acc = 0.77563
[ Train | 043/100 ] loss = 0.54331, acc = 0.81493 || [ Valid | 043/100 ] loss = 0.69167, acc = 0.78551 -> best
[ Train | 044/100 ] loss = 0.51990, acc = 0.82111 || [ Valid | 044/100 ] loss = 0.73083, acc = 0.77662
[ Train | 045/100 ] loss = 0.52906, acc = 0.81450 || [ Valid | 045/100 ] loss = 0.72323, acc = 0.76835
[ Train | 046/100 ] loss = 0.48880, acc = 0.83676 || [ Valid | 046/100 ] loss = 0.69347, acc = 0.77869
[ Train | 047/100 ] loss = 0.48262, acc = 0.83695 || [ Valid | 047/100 ] loss = 0.67205, acc = 0.78910 -> best
[ Train | 048/100 ] loss = 0.49371, acc = 0.83517 || [ Valid | 048/100 ] loss = 0.73535, acc = 0.76930
[ Train | 049/100 ] loss = 0.46913, acc = 0.84116 || [ Valid | 049/100 ] loss = 0.66681, acc = 0.77865
[ Train | 050/100 ] loss = 0.45159, acc = 0.84718 || [ Valid | 050/100 ] loss = 0.70239, acc = 0.78369
[ Train | 051/100 ] loss = 0.44201, acc = 0.85177 || [ Valid | 051/100 ] loss = 0.65749, acc = 0.79849 -> best
[ Train | 052/100 ] loss = 0.43842, acc = 0.85289 || [ Valid | 052/100 ] loss = 0.70867, acc = 0.78559
[ Train | 053/100 ] loss = 0.42038, acc = 0.86118 || [ Valid | 053/100 ] loss = 0.70231, acc = 0.78592
[ Train | 054/100 ] loss = 0.41366, acc = 0.85950 || [ Valid | 054/100 ] loss = 0.67069, acc = 0.79952 -> best
[ Train | 055/100 ] loss = 0.40143, acc = 0.86490 || [ Valid | 055/100 ] loss = 0.70897, acc = 0.78514
[ Train | 056/100 ] loss = 0.40648, acc = 0.86371 || [ Valid | 056/100 ] loss = 0.71895, acc = 0.78464
[ Train | 057/100 ] loss = 0.39369, acc = 0.86964 || [ Valid | 057/100 ] loss = 0.66763, acc = 0.80481 -> best
[ Train | 058/100 ] loss = 0.38259, acc = 0.86904 || [ Valid | 058/100 ] loss = 0.67823, acc = 0.80051
[ Train | 059/100 ] loss = 0.38424, acc = 0.86867 || [ Valid | 059/100 ] loss = 0.72970, acc = 0.78749
[ Train | 060/100 ] loss = 0.35764, acc = 0.87750 || [ Valid | 060/100 ] loss = 0.67479, acc = 0.79778
[ Train | 061/100 ] loss = 0.35572, acc = 0.87572 || [ Valid | 061/100 ] loss = 0.74670, acc = 0.78658
[ Train | 062/100 ] loss = 0.36378, acc = 0.87768 || [ Valid | 062/100 ] loss = 0.65527, acc = 0.80188
[ Train | 063/100 ] loss = 0.34280, acc = 0.88233 || [ Valid | 063/100 ] loss = 0.65220, acc = 0.80704 -> best
[ Train | 064/100 ] loss = 0.34116, acc = 0.88564 || [ Valid | 064/100 ] loss = 0.74115, acc = 0.79448
[ Train | 065/100 ] loss = 0.32635, acc = 0.88663 || [ Valid | 065/100 ] loss = 0.68063, acc = 0.80733 -> best
[ Train | 066/100 ] loss = 0.32829, acc = 0.88370 || [ Valid | 066/100 ] loss = 0.70735, acc = 0.80820 -> best
[ Train | 067/100 ] loss = 0.30730, acc = 0.89446 || [ Valid | 067/100 ] loss = 0.73951, acc = 0.78807
[ Train | 068/100 ] loss = 0.31883, acc = 0.89303 || [ Valid | 068/100 ] loss = 0.72865, acc = 0.80055
[ Train | 069/100 ] loss = 0.30179, acc = 0.90045 || [ Valid | 069/100 ] loss = 0.72258, acc = 0.81085 -> best
[ Train | 070/100 ] loss = 0.29103, acc = 0.90061 || [ Valid | 070/100 ] loss = 0.75064, acc = 0.80221
[ Train | 071/100 ] loss = 0.30738, acc = 0.89636 || [ Valid | 071/100 ] loss = 0.72796, acc = 0.80659
[ Train | 072/100 ] loss = 0.28656, acc = 0.90369 || [ Valid | 072/100 ] loss = 0.70103, acc = 0.81329 -> best
[ Train | 073/100 ] loss = 0.28074, acc = 0.90737 || [ Valid | 073/100 ] loss = 0.74331, acc = 0.80200
[ Train | 074/100 ] loss = 0.26223, acc = 0.90709 || [ Valid | 074/100 ] loss = 0.70864, acc = 0.79960
[ Train | 075/100 ] loss = 0.26835, acc = 0.90790 || [ Valid | 075/100 ] loss = 0.76329, acc = 0.79539
[ Train | 076/100 ] loss = 0.27093, acc = 0.90809 || [ Valid | 076/100 ] loss = 0.71682, acc = 0.80465
[ Train | 077/100 ] loss = 0.25350, acc = 0.91370 || [ Valid | 077/100 ] loss = 0.69751, acc = 0.81196
[ Train | 078/100 ] loss = 0.26164, acc = 0.91065 || [ Valid | 078/100 ] loss = 0.68216, acc = 0.81486 -> best
[ Train | 079/100 ] loss = 0.25174, acc = 0.91564 || [ Valid | 079/100 ] loss = 0.67828, acc = 0.81320
[ Train | 080/100 ] loss = 0.25053, acc = 0.91573 || [ Valid | 080/100 ] loss = 0.72382, acc = 0.80122
[ Train | 081/100 ] loss = 0.24741, acc = 0.91635 || [ Valid | 081/100 ] loss = 0.76065, acc = 0.81250
[ Train | 082/100 ] loss = 0.23826, acc = 0.91819 || [ Valid | 082/100 ] loss = 0.74302, acc = 0.81056
[ Train | 083/100 ] loss = 0.23611, acc = 0.92197 || [ Valid | 083/100 ] loss = 0.75000, acc = 0.81056
[ Train | 084/100 ] loss = 0.22645, acc = 0.92294 || [ Valid | 084/100 ] loss = 0.71585, acc = 0.81138
[ Train | 085/100 ] loss = 0.24101, acc = 0.91642 || [ Valid | 085/100 ] loss = 0.68821, acc = 0.81515 -> best
[ Train | 086/100 ] loss = 0.21163, acc = 0.92821 || [ Valid | 086/100 ] loss = 0.71025, acc = 0.81618 -> best
[ Train | 087/100 ] loss = 0.20797, acc = 0.92952 || [ Valid | 087/100 ] loss = 0.79167, acc = 0.80258
[ Train | 088/100 ] loss = 0.22056, acc = 0.92565 || [ Valid | 088/100 ] loss = 0.74552, acc = 0.80994
[ Train | 089/100 ] loss = 0.20040, acc = 0.93036 || [ Valid | 089/100 ] loss = 0.72086, acc = 0.81477
[ Train | 090/100 ] loss = 0.23080, acc = 0.92091 || [ Valid | 090/100 ] loss = 0.72093, acc = 0.82081 -> best
[ Train | 091/100 ] loss = 0.20591, acc = 0.92942 || [ Valid | 091/100 ] loss = 0.71457, acc = 0.81585
[ Train | 092/100 ] loss = 0.22954, acc = 0.92599 || [ Valid | 092/100 ] loss = 0.72380, acc = 0.81403
[ Train | 093/100 ] loss = 0.19193, acc = 0.93454 || [ Valid | 093/100 ] loss = 0.77344, acc = 0.81010
[ Train | 094/100 ] loss = 0.17939, acc = 0.93628 || [ Valid | 094/100 ] loss = 0.74044, acc = 0.81345
[ Train | 095/100 ] loss = 0.18862, acc = 0.93566 || [ Valid | 095/100 ] loss = 0.73732, acc = 0.81419
[ Train | 096/100 ] loss = 0.19729, acc = 0.93279 || [ Valid | 096/100 ] loss = 0.72918, acc = 0.81337
[ Train | 097/100 ] loss = 0.20169, acc = 0.93544 || [ Valid | 097/100 ] loss = 0.76246, acc = 0.79737
[ Train | 098/100 ] loss = 0.18145, acc = 0.93691 || [ Valid | 098/100 ] loss = 0.81287, acc = 0.79960
[ Train | 099/100 ] loss = 0.19691, acc = 0.93541 || [ Valid | 099/100 ] loss = 0.71470, acc = 0.81763
[ Train | 100/100 ] loss = 0.18049, acc = 0.93831 || [ Valid | 100/100 ] loss = 0.78791, acc = 0.80688
training finish: 2022-03-22 11:47:12.364853
